id;full-name;html-url;stars;forks;last-commit;domain-files;n-actions-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;type;config-languages;training-language;response-languages;wide-has-english;has-english;pure-english;created-at;owner-name;owner-type;last-commit-date;actions-files
ajay-cz/chatbot-engine__examples/rasa_demo/config/models/sv;ajay-cz/chatbot-engine;https://github.com/ajay-cz/chatbot-engine;0;0;df58f3e7e899151feedb847e56d9fc699e66f60c;['examples/rasa_demo/config/models/sv/domain.yml'];0;0;23;['acknowledge', 'affirm', 'ask_age', 'ask_are_you_bot', 'ask_cost', 'ask_events', 'ask_languages', 'ask_faq', 'ask_how_contribute', 'ask_restaurant', 'ask_tech', 'ask_time', 'ask_weather', 'ask_what_can_you_do', 'ask_whoami', 'bot_welcome', 'bye', 'deny', 'greet', 'insult', 'opinion+negative', 'opinion+positive', 'out_of_scope'];0;[];23;['action_cheer_up', 'action_contribute', 'action_default_fallback', 'action_about_me', 'utter_about_me', 'utter_advice', 'utter_bye', 'utter_contribute', 'utter_cost', 'utter_events', 'utter_greet', 'utter_happy', 'utter_languages', 'utter_my_age', 'utter_negative_feedback_reaction', 'utter_positive_feedback_reaction', 'utter_restaurant', 'utter_subscribe', 'utter_tech', 'utter_time', 'utter_weather', 'utter_welcome', 'utter_who_you_are'];0;[];0;0;[];0;[];1.5;mfsd;['sv'];['en'];['en'];True;False;False;2020-06-19T11:53:40Z;ajay-cz;User;2020-03-30T06:31:53Z;[]
RasaHQ/rasa__examples/rules;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;d6829b6acc10fd9548798176bb0f9713107c1555;['examples/rules/domain.yml'];1;0;11;['activate_q_form', 'inform', 'explain', 'stopp', 'ask_possibilities', 'faq', 'affirm', 'deny', 'greet', 'switch_faq', 'nlu_fallback'];1;['some_slot'];12;['utter_explain_some_slot', 'action_stop_q_form', 'utter_list_possibilities', 'utter_faq', 'utter_ask_did_help', 'utter_continue', 'utter_detailed_faq', 'utter_ask_stop', 'utter_stop', 'utter_greet', 'action_switch_faq', 'utter_did_you_mean'];2;['some_slot', 'detailed_faq'];1;0;['text', 'bool'];1;['loop_q_form'];3.1;mfsd;['en'];['en'];['en'];True;True;True;2016-10-14T12:27:49Z;RasaHQ;Organization;2025-01-14T10:26:14Z;['examples/rules/actions/actions.py']
ELITA04/Corona-Bot;ELITA04/Corona-Bot;https://github.com/ELITA04/Corona-Bot;3;1;b55ab6d0650be109378fd9069bd75d0c5738ddfa;['domain.yml'];1;0;25;['active', 'thanks', 'enter_state', 'recovered+enter_state', 'stop', 'ask_news', 'confirmed+enter_state', 'greet', 'start', 'deaths', 'deaths+enter_state', 'affirm', 'active+enter_state', 'deny', 'ask_precautions', 'recovered', 'confirmed', 'help_me', 'other', 'enter_district', 'deaths+enter_district', 'active+enter_district', 'confirmed+enter_district', 'recovered+enter_district', 'what_is_covid'];2;['state', 'district'];18;['action_get_active_cases_of_india', 'action_get_confirmed_cases_of_india', 'action_get_death_rate_of_india', 'action_get_recovered_cases_of_india', 'action_news_updates', 'action_provide_precautions', 'utter_aboutus', 'utter_apologies', 'utter_did_that_help', 'utter_finding_info', 'utter_greet', 'utter_happy_to_help', 'utter_welcome_and_safety_instructions', 'utter_will_do_better', 'utter_fallback', 'utter_help', 'utter_thanks', 'utter_what_is_covid'];5;['district', 'requested_slot', 'state', 'status', 'validated'];0;0;['text', 'unfeaturized', 'text', 'bool', 'bool'];2;['state_status_form', 'district_status_form'];;sfsd;['en'];['en'];['en'];True;True;True;2020-05-08T09:58:47Z;ELITA04;User;2020-06-26T04:44:41Z;['actions.py']
OmdenaAI/nigeria-chapter-interactive-chatbot__src/tasks/dialogue-flow-group-a/yuhangng-joining_omdena;OmdenaAI/nigeria-chapter-interactive-chatbot;https://github.com/OmdenaAI/nigeria-chapter-interactive-chatbot;9;1;abeaac8e12aefad6e0587d43e8cbd5d1773cf685;['src/tasks/dialogue-flow-group-a/yuhangng-joining_omdena/domain.yml'];0;0;24;['additional_info', 'join_omdena', 'about_omdena', 'commitment', 'about_project', 'join_ai_innovation_challenge', 'join_company', 'join_omdena_school', 'join_local_chapter', 'access_courses', 'application_period', 'support', 'join_collaborator', 'project_completion', 'resources', 'technical_help', 'develop_portfolio', 'events', 'partnership', 'beginner_join', 'benefits_of_joining_community', 'omdena_support', 'goodbye', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['en'];['en'];['en'];True;True;True;2023-07-04T16:49:51Z;OmdenaAI;Organization;2024-01-24T16:09:55Z;[]
minseo0228/RASA_chatbot;minseo0228/RASA_chatbot;https://github.com/minseo0228/RASA_chatbot;0;0;ea32caddbc41b6b1b83336dc65803cf16a03cfd6;['domain.yml'];0;0;12;['affirm', 'answering_banindecent', 'check_nickname', 'deny', 'goodbye', 'greet', 'inform', 'say_hobby', 'say_nickname', 'say_reason_hobby', 'say_when_do_hobby', 'start'];8;['case_when', 'case_clothing', 'case_where', 'case_emotion', 'hobby', 'case_person', 'case_banindecent', 'asked_end'];4;['utter_and', 'utter_end', 'utter_fin', 'utter_talk_start'];13;['nickname', 'nickname_right', 'hobby', 'hobby_when', 'hobby_why', 'case_where', 'case_when', 'case_person', 'case_emotion', 'case_clothing', 'case_check', 'case_banindecent', 'asked_end'];7;4;['text', 'bool', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'bool'];3;['nickname_form', 'hobby_form', 'case_form'];3.1;sfsd;['ko'];['ko'];['ko'];False;False;False;2022-12-14T10:12:44Z;minseo0228;User;2022-12-31T04:41:09Z;[]
AyushMP/Rasa-ChatBot;AyushMP/Rasa-ChatBot;https://github.com/AyushMP/Rasa-ChatBot;5;0;68c0545c6ed4b4665daf70765f13c19a4af6ed49;['domain.yml'];1;0;8;['affirm', 'ask_aiml', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy'];0;[];5;['utter_greet', 'utter_did_that_help', 'utter_ask_aiml', 'action_retrieve_answer', 'action_default_fallback'];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-07-05T17:42:20Z;AyushMP;User;2024-07-05T17:42:08Z;['tests/actions.py']
atuara/Chat-Bot;atuara/Chat-Bot;https://github.com/atuara/Chat-Bot;0;0;9d5159fbd7c413bdc2da7ccffc9b48f523bd5862;['domain.yml'];1;0;10;['affirm', 'ask_budget', 'ask_email', 'ask_restaurant', 'bye', 'deny', 'goodbye', 'greet', 'out_of_scope', 'thank'];4;['budget', 'cuisine', 'email', 'location'];24;['action_cuisine_valid', 'action_location_valid', 'action_restart', 'action_restaurant', 'action_send_email', 'action_slot_reset', 'utter_ask_budget', 'utter_ask_cuisine', 'utter_ask_cuisine_retry', 'utter_ask_details', 'utter_ask_email', 'utter_ask_location', 'utter_ask_location_retry', 'utter_bye', 'utter_confirm_email', 'utter_cuisine_invalid', 'utter_deny', 'utter_did_that_help', 'utter_greet', 'utter_happy', 'utter_location_invalid', 'utter_out_of_scope', 'utter_search_invalid', 'utter_thanks_response'];8;['budget', 'cuisine', 'cuisine_validity', 'email', 'email_message', 'location', 'location_validity', 'search_validity'];0;0;['text', 'text', 'categorical', 'text', 'text', 'text', 'categorical', 'categorical'];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2020-11-12T15:23:36Z;atuara;User;2021-03-30T03:44:40Z;['actions.py']
nirbaaytandon/rasa;nirbaaytandon/rasa;https://github.com/nirbaaytandon/rasa;0;0;ab288c611d73a4fc627f94facee60bff982b59f8;['domain.yml'];1;0;10;['affirm', 'ask_budget', 'ask_email', 'ask_restaurant', 'bye', 'deny', 'goodbye', 'greet', 'out_of_scope', 'thank'];4;['budget', 'cuisine', 'email', 'location'];24;['action_cuisine_valid', 'action_location_valid', 'action_restart', 'action_restaurant', 'action_send_email', 'action_slot_reset', 'utter_ask_budget', 'utter_ask_cuisine', 'utter_ask_cuisine_retry', 'utter_ask_details', 'utter_ask_email', 'utter_ask_location', 'utter_ask_location_retry', 'utter_bye', 'utter_confirm_email', 'utter_cuisine_invalid', 'utter_deny', 'utter_did_that_help', 'utter_greet', 'utter_happy', 'utter_location_invalid', 'utter_out_of_scope', 'utter_search_invalid', 'utter_thanks_response'];8;['budget', 'cuisine', 'cuisine_validity', 'email', 'email_message', 'location', 'location_validity', 'search_validity'];0;0;['text', 'text', 'categorical', 'text', 'text', 'text', 'categorical', 'categorical'];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2020-11-15T23:34:51Z;nirbaaytandon;User;2020-11-19T15:32:57Z;['actions.py']
dhrubach/nlp_bot_restaurant;dhrubach/nlp_bot_restaurant;https://github.com/dhrubach/nlp_bot_restaurant;15;20;d3f6373bbeaed95d5aed064c2335d20257dba29a;['domain.yml'];1;0;10;['affirm', 'ask_budget', 'ask_email', 'ask_restaurant', 'bye', 'deny', 'goodbye', 'greet', 'out_of_scope', 'thank'];4;['budget', 'cuisine', 'email', 'location'];24;['action_cuisine_valid', 'action_location_valid', 'action_restart', 'action_restaurant', 'action_send_email', 'action_slot_reset', 'utter_ask_budget', 'utter_ask_cuisine', 'utter_ask_cuisine_retry', 'utter_ask_details', 'utter_ask_email', 'utter_ask_location', 'utter_ask_location_retry', 'utter_bye', 'utter_confirm_email', 'utter_cuisine_invalid', 'utter_deny', 'utter_did_that_help', 'utter_greet', 'utter_happy', 'utter_location_invalid', 'utter_out_of_scope', 'utter_search_invalid', 'utter_thanks_response'];8;['budget', 'cuisine', 'cuisine_validity', 'email', 'email_message', 'location', 'location_validity', 'search_validity'];0;0;['text', 'text', 'categorical', 'text', 'text', 'text', 'categorical', 'categorical'];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-07-11T14:01:27Z;dhrubach;User;2019-07-25T14:46:49Z;['actions.py']
AshaiReddy/Rasa-Chatbot;AshaiReddy/Rasa-Chatbot;https://github.com/AshaiReddy/Rasa-Chatbot;1;0;afcf20de283c489de64d92cad0e01c6a7cbe6ec4;['domain.yml'];1;0;10;['affirm', 'ask_budget', 'ask_email', 'ask_restaurant', 'bye', 'deny', 'goodbye', 'greet', 'out_of_scope', 'thank'];4;['budget', 'cuisine', 'email', 'location'];24;['action_cuisine_valid', 'action_location_valid', 'action_restart', 'action_restaurant', 'action_send_email', 'action_slot_reset', 'utter_ask_budget', 'utter_ask_cuisine', 'utter_ask_cuisine_retry', 'utter_ask_details', 'utter_ask_email', 'utter_ask_location', 'utter_ask_location_retry', 'utter_bye', 'utter_confirm_email', 'utter_cuisine_invalid', 'utter_deny', 'utter_did_that_help', 'utter_greet', 'utter_happy', 'utter_location_invalid', 'utter_out_of_scope', 'utter_search_invalid', 'utter_thanks_response'];8;['budget', 'cuisine', 'cuisine_validity', 'email', 'email_message', 'location', 'location_validity', 'search_validity'];0;0;['text', 'text', 'categorical', 'text', 'text', 'text', 'categorical', 'categorical'];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2022-08-14T07:41:53Z;AshaiReddy;User;2022-08-14T07:59:46Z;['actions.py']
AIEngineerOnDemand/RasaBasicApps__forms-examples;AIEngineerOnDemand/RasaBasicApps;https://github.com/AIEngineerOnDemand/RasaBasicApps;0;0;949ce96d986c27d38bf9fd9e8932b2341a1701d0;['forms-examples/domain.yml'];1;0;8;['affirm', 'ask_more_information_about_products', 'bot_challenge', 'deny', 'goodbye', 'greet', 'inform', 'want_to_be_contacted'];3;['number', 'email', 'entity_first_name'];18;['action_submit', 'utter_welcome_to_our_products', 'action_check_confirm_first_name', 'action_check_if_first_name_is_known', 'action_set_first_name', 'utter_anything_else', 'utter_confirm_info', 'utter_goodbye', 'action_reset_form', 'validate_contact_form', 'utter_greet', 'utter_want_to_be_contacted', 'utter_goodbye_confirmation', 'utter_ask_continue', 'utter_iamabot', 'utter_submit_form', 'action_two_stage_fallback', 'action_save_to_db'];4;['confirm_first_name', 'first_name', 'number', 'email'];3;1;['text', 'text', 'text', 'text'];1;['contact_form'];3.1;mfsd;['en'];['en'];['en'];True;True;True;2023-12-21T21:57:46Z;AIEngineerOnDemand;User;2024-01-21T21:21:26Z;['forms-examples/actions/actions.py']
elmerdema/JobJet;elmerdema/JobJet;https://github.com/elmerdema/JobJet;0;0;562140a1b4f0d0502a35392123e5fa12fcf89655;['domain.yml'];1;0;22;['affirm', 'ask_user_id', 'deny', 'find_candidate', 'goodbye', 'greet', 'recruiter_invite_candidate', 'recruiter_view_candidates', 'user_apply_job', 'user_asks_for_jobs', 'user_gives_password', 'user_gives_role', 'user_gives_username', 'user_is_job_poster', 'user_is_recruiter', 'user_is_student', 'user_wants_to_login', 'user_wants_to_register', 'utter_goodbye', 'wrong_user_id', 'user_add_new_jobs', 'thanks'];7;['username', 'candidate_username', 'job_category', 'password', 'type', 'role', 'id'];15;['utter_confirm_recruiter', 'action_invite_candidate', 'action_login', 'utter_greet', 'utter_ask_register_login', 'utter_ask_role', 'utter_ask_username', 'utter_ask_password', 'utter_confirm_student', 'action_find_jobs', 'action_register', 'utter_goodbye', 'action_change_preferences', 'action_view_candidates', 'action_add_new_jobs'];6;['username', 'password', 'id', 'role', 'job_category', 'candidate_username'];5;0;['text', 'text', 'text', 'text', 'text', 'text'];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-01-01T18:29:34Z;elmerdema;User;2024-01-01T19:19:30Z;['actions/actions.py']
Hsy0320/Rasa;Hsy0320/Rasa;https://github.com/Hsy0320/Rasa;0;0;739651066a903becb9a65cf35ca337693c48fbd7;['domain.yml'];1;0;21;['affirm', 'basic_inform', 'booking', 'bot_challenge', 'deny', 'env_degree', 'explain', 'goodbye', 'greet', 'human_service', 'name_detail', 'phone_detail', 'require_feedback', 'seats_detail', 'sev_degree', 'stop', 'taste_degree', 'thankyou', 'time_detail', 'phone', 'email'];8;['seats', 'phone', 'time_of_day', 'CARDINAL', 'name', 'taste', 'environment', 'service'];27;['submit_feedback', 'submit_reservation', 'utter_anything_else', 'utter_ask_CARDINAL', 'utter_ask_continue', 'utter_ask_name', 'utter_ask_phone', 'utter_ask_rephrase', 'utter_ask_seats', 'utter_confirm', 'utter_default', 'utter_environment', 'utter_feedback', 'utter_get_start', 'utter_goodbye', 'utter_greet', 'utter_handoff', 'utter_name_explain', 'utter_noworries', 'utter_out_of_scope', 'utter_phone_explain', 'utter_restart', 'utter_service', 'utter_slots_values', 'utter_submit', 'utter_taste', 'validate_reservation_form'];8;['seats', 'CARDINAL', 'name', 'phone', 'time_of_day', 'taste', 'environment', 'service'];8;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];1;['reservation_form'];3.1;sfsd;['en'];['en'];['en'];True;True;True;2022-10-13T09:12:11Z;Hsy0320;User;2022-10-13T10:05:19Z;['actions/actions.py']
joseben/mika-chatbot__Cleaned dataset;joseben/mika-chatbot;https://github.com/joseben/mika-chatbot;0;0;e618a4048125f74cda1a2ce6db5ae5096328fa47;['Cleaned dataset/domain.yml'];0;0;70;['affirm', 'bot_challenge', 'botname', 'inquire_time', 'travel_request', 'fallback', 'tell_about_kmrl', 'react_positive', 'bye', 'canthelp', 'deny', 'react_negative', 'thank', 'greet', 'goodbye', 'mood_great', 'mood_unhappy', 'kmrl_md', 'water_metro', 'fisat', 'mika_name', 'mika_info', 'ticket_concession', 'weather_info', 'kmrl_mascot', 'kmrl_water_metro_mascot', 'kids_songs', 'kids_dance', 'bus_info', 'station_info', 'misc_ques', 'onam', 'thrissur_pooram', 'kerala_boat_festival', 'vishu', 'biennale', 'travel_passes', 'hospitals', 'random_facts', 'first_aid', 'like', 'love', 'india_politics', 'lulu_mall', 'cherai_beach', 'station_wifi', 'accomodation', 'station_facilities', 'tourist_spots', 'india_facts', 'kerala_facts', 'snack', 'restaurant', 'jokes', 'station_facilities_queries', 'washrooms', 'ticket_counter', 'vande_bharat', 'prime_minister', 'president', 'chief_minister', 'governor', 'india_independence', 'online_booking', 'celebration_party', 'alcohol_offence', 'eating_drinking', 'smoking', 'fort_kochi', 'marine_drive'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;[];['en'];['en'];True;True;True;2023-04-26T08:33:00Z;joseben;User;2023-06-23T04:36:08Z;[]
Althaf99/Recommendatoin_ChatBot;Althaf99/Recommendatoin_ChatBot;https://github.com/Althaf99/Recommendatoin_ChatBot;0;0;93c7d4b4e9a7edba7aba7d7b157c87baf13645a5;['domain.yml'];3;0;10;['affirm', 'bot_challenge', 'currentStatus', 'deny', 'goodbye', 'greet', 'university_full_detail_request', 'ask_minimum_ielts_score', 'ask_visa_requirements', 'ask_best_university'];3;['university_name', 'region', 'visa_type'];13;['action_provide_university_details', 'action_provide_minimum_ielts_score', 'action_provide_visa_requirements', 'action_provide_best_university', 'action_handle_bot_challenge', 'action_dynamic_greet', 'action_ask_region', 'utter_goodbye', 'utter_current_status', 'utter_iamabot', 'utter_university_full_details', 'utter_ask_region', 'utter_best_university'];3;['university_name', 'region', 'visa_type'];3;0;['text', 'text', 'text'];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-08-22T16:47:23Z;Althaf99;User;2024-09-18T17:58:26Z;['actions/actions.py', 'actions/createUsers.py', 'actions/controller.py']
saadshakeel1357/Tren-chatbot;saadshakeel1357/Tren-chatbot;https://github.com/saadshakeel1357/Tren-chatbot;0;0;50459f9ab5f796a13de3b7213b94b40d977654a1;['domain.yml'];1;0;8;['affirm', 'bot_challenge', 'deny', 'general_movie_search', 'goodbye', 'greet', 'provide_genre', 'thanks'];1;['genres'];9;['utter_greet', 'action_display_genres', 'utter_goodbye', 'action_search_movie', 'utter_confirm_movie', 'utter_ask_genre', 'utter_restart', 'action_default_fallback', 'action_restart'];1;['genres'];1;0;['list'];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-06-03T15:16:13Z;saadshakeel1357;User;2023-06-08T11:19:40Z;['actions/actions.py']
areshaarshad/User-Data-Form;areshaarshad/User-Data-Form;https://github.com/areshaarshad/User-Data-Form;0;0;de4407eda4c1f91d6ac7be159da82fe007084edd;['domain.yml'];2;0;11;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'inform', 'mood_great', 'mood_unhappy', 'signup_data', 'affirm_data', 'create_password'];6;['email', 'name', 'dob', 'mobile_number', 'USER_SIGNED_IN', 'password'];15;['utter_ask_email', 'utter_confirm', 'utter_signup_data', 'utter_slots_values', 'utter_submit', 'utter_ask_dob', 'utter_ask_name', 'utter_happy', 'utter_ask_mobile_number', 'validate_user_data_form', 'action_handle_affirmation', 'action_handle_denial', 'action_submit_data', 'action_confirm_data', 'action_create_password'];6;['name', 'email', 'mobile_number', 'dob', 'password', 'USER_SIGNED_IN'];4;1;['text', 'text', 'text', 'text', 'text', 'bool'];1;['user_data_form'];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-09-14T07:38:49Z;areshaarshad;User;2023-09-14T11:04:48Z;['actions/form_data_submit.py', 'actions/actions.py']
ofernandobarbosa/WeatherBot__bot-2;ofernandobarbosa/WeatherBot;https://github.com/ofernandobarbosa/WeatherBot;0;0;d6a678e2f29798b7859329ae35a92cc6345a6971;['bot-2/domain.yml'];1;0;7;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'inform_city', 'inform_name'];2;['city', 'name'];6;['action_search_city', 'utter_askLocation', 'utter_askWeather', 'utter_continue', 'utter_goodbye', 'utter_greet'];2;['city', 'name'];2;0;['text', 'text'];2;['city_form', 'user_form'];3.1;mfsd;['pt'];['pt'];['pt'];False;False;False;2022-08-15T21:51:28Z;ofernandobarbosa;User;2022-08-15T21:53:12Z;['bot-2/actions/actions.py']
BigTail375/RASA_chatbot;BigTail375/RASA_chatbot;https://github.com/BigTail375/RASA_chatbot;3;0;0114a52af1bcf762f1155e2dea1390f9914f2fb0;['domain.yml'];2;0;11;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'weather', 'weather_for_location', 'city_info', 'thanks'];1;['location'];3;['utter_greet', 'action_get_weather', 'action_hello_world'];1;['location'];1;0;['text'];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-06-18T00:56:56Z;BigTail375;User;2023-03-06T19:19:19Z;['actions/actions.py', '.rasa/actions/actions.py']
YasinEnigma/chatbot__task-006/part-01/rasa_project;YasinEnigma/chatbot;https://github.com/YasinEnigma/chatbot;6;0;b5d323218a6e22cb82d8b328c966acb56f4380ae;['task-006/part-01/rasa_project/domain.yml'];0;0;7;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy'];0;[];1;['utter_greet'];0;[];0;0;[];0;[];3.1;mfsd;['en'];['en'];['en'];True;True;True;2022-09-08T15:54:20Z;YasinEnigma;User;2024-02-15T15:38:40Z;[]
pyt0xic/knowledgebase;pyt0xic/knowledgebase;https://github.com/pyt0xic/knowledgebase;0;0;2a2864f055d29b6d441ce95afc89d7f978e8d442;['domain.yml'];1;0;10;['affirm', 'bye', 'compare_entities', 'deny', 'greet', 'help', 'out_of_scope', 'query_attribute', 'query_entities', 'resolve_entity'];18;['account', 'account_type', 'amount', 'attribute', 'bank', 'card', 'category', 'country', 'date', 'email', 'entities', 'entity_type', 'gender', 'mention', 'person', 'phone_number', 'reference', 'transaction'];10;['action_compare_entities', 'action_query_attribute', 'action_query_entities', 'action_resolve_entity', 'utter_greet', 'utter_goodbye', 'utter_ok', 'utter_rephrase', 'utter_out_of_scope', 'utter_help'];34;['account', 'account_number', 'account_type', 'allowed_residents', 'amount', 'attribute', 'balance', 'bank', 'card', 'card_number', 'category', 'country', 'created_date', 'date', 'email', 'english_customer_service', 'english_mobile_app', 'english_website', 'entity_type', 'execution_date', 'expiry_date', 'free_accounts', 'free_worldwide_withdrawals', 'gender', 'headquarters', 'listed_items', 'mention', 'name', 'name_on_card', 'opening_date', 'person', 'phone_number', 'reference', 'transaction'];0;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'list', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2021-10-09T10:59:04Z;pyt0xic;User;2021-03-02T09:15:56Z;['actions.py']
yingrui/learning-rasa-chatbot__rasa-cn;yingrui/learning-rasa-chatbot;https://github.com/yingrui/learning-rasa-chatbot;2;0;1eea2ef6a82adc6df7b4dc0fb7b794be3716c637;['rasa-cn/domain.yml'];0;0;7;['affirm', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'what_is_the_company'];1;['company'];7;['utter_what_is_the_company', 'utter_welcome', 'utter_cheer_up', 'utter_did_that_help', 'utter_goodbye', 'utter_greet', 'utter_happy'];0;[];0;0;[];0;[];1.5;mfsd;['zh'];['en'];['en'];True;False;False;2019-08-08T02:13:58Z;yingrui;User;2019-08-08T02:15:36Z;[]
thamari/Rasa_Freight_Predcition;thamari/Rasa_Freight_Predcition;https://github.com/thamari/Rasa_Freight_Predcition;0;0;7b1800de97281a36072e89ee64bdedefb017743d;['Logistics_ChatBot/domain.yml'];1;0;9;['affirm', 'deny', 'greet', 'inform_height', 'inform_length', 'inform_weight', 'inform_width', 'calculate_freight_value', 'stop'];4;['product_height_cm', 'product_width_cm', 'product_weight_g', 'product_length_cm'];2;['utter_greet', 'predict_freight_value'];4;['product_weight_g', 'product_length_cm', 'product_height_cm', 'product_width_cm'];4;0;['float', 'float', 'float', 'float'];1;['freight_value_form'];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-06-12T13:49:09Z;thamari;User;2024-07-20T16:39:09Z;['Logistics_ChatBot/actions/actions.py']
RasaHQ/rasa__examples/concertbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;d6829b6acc10fd9548798176bb0f9713107c1555;['examples/concertbot/domain.yml'];1;0;11;['affirm', 'deny', 'greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews', 'bot_challenge', 'nlu_fallback', 'how_to_get_started'];1;['name'];5;['action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews', 'action_set_music_preference'];3;['concerts', 'venues', 'likes_music'];0;0;['list', 'list', 'bool'];0;[];3.1;mfsd;['en'];['en'];['en'];True;True;True;2016-10-14T12:27:49Z;RasaHQ;Organization;2025-01-14T10:26:14Z;['examples/concertbot/actions/actions.py']
anshuljdhingra/HR-Recruiter-Chatbot-with-Rasa;anshuljdhingra/HR-Recruiter-Chatbot-with-Rasa;https://github.com/anshuljdhingra/HR-Recruiter-Chatbot-with-Rasa;7;8;7befeab82ab93cea5a464d56db900a4baf91c070;['domain.yml'];1;0;10;['affirm', 'deny', 'thanks', 'goodbye', 'greet', 'position', 'greet+position', 'status', 'name', 'greet+name+status'];2;['role_type', 'PERSON'];11;['utter_greet', 'utter_simple_greet', 'utter_utilities', 'utter_role', 'utter_name', 'utter_check', 'utter_knowmore', 'utter_nothanks', 'utter_goodbye', 'action_check_status', 'action_check_positions'];4;['PERSON', 'positions', 'role_type', 'status'];0;0;['text', 'list', 'categorical', 'text'];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-12-05T11:13:24Z;anshuljdhingra;User;2019-12-05T11:18:00Z;['actions.py']
QingyuGuo/rasa-2.5-tutorial__chatbot/05-wellness-bot;QingyuGuo/rasa-2.5-tutorial;https://github.com/QingyuGuo/rasa-2.5-tutorial;3;2;b5707b22ed26a874e273297698acd0cbf4238539;['chatbot/05-wellness-bot/domain.yml'];1;0;11;['affirm', 'greet', 'deny', 'inform', 'goodbye', 'bot_challenge', 'thankyou', 'out_of_scope', 'ask_lower_stress', 'ask_eat_healthy', 'ask_exercise'];3;['exercise', 'sleep', 'stress'];3;['action_submit_results', 'utter_greet', 'utter_slots_values'];6;['confirm_exercise', 'exercise', 'sleep', 'diet', 'stress', 'goal'];0;0;['any', 'any', 'any', 'any', 'any', 'any'];1;['health_form'];2.0;mfsd;['en'];['en'];['en'];True;True;True;2022-03-06T08:45:05Z;QingyuGuo;User;2022-03-06T08:53:15Z;['chatbot/05-wellness-bot/actions/actions.py']
