id;full-name;html-url;stars;forks;owner-name;owner-type;created-at;last-commit;last-commit-date;domain-files;type;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;config-languages;training-language;response-languages;languages;pure-english;n-actions-files;n-readme-files;readme-files;actions-files
AkshayKulkarni3467/RasaScribe;AkshayKulkarni3467/RasaScribe;https://github.com/AkshayKulkarni3467/RasaScribe;1;0;AkshayKulkarni3467;User;2024-07-18T05:19:14Z;d1c5e5f619b2f5d3e4a23d2dc702b8cd9d1d9668;2024-07-20T13:15:36Z;['domain.yml'];sfsd;12;['greet', 'goodbye', 'has_idea', 'doesnt_have_idea', 'bot_challenge', 'platform', 'likes_idea', 'doesnt_like_idea', 'ask_remind_post', 'ask_remind_not_post', 'EXTERNAL_reminder', 'ask_forget_reminders'];1;['platform'];10;['action_set_idea', 'action_gemini_api', 'action_reset_slots', 'action_input_form_submit', 'action_ask_selected_num', 'action_request_form_submit', 'action_set_reminder', 'action_react_to_reminder', 'action_forget_reminders', 'action_thank'];10;['action_set_idea', 'action_gemini_api', 'action_reset_slots', 'action_input_form_submit', 'action_ask_selected_num', 'action_request_form_submit', 'action_set_reminder', 'action_react_to_reminder', 'action_forget_reminders', 'action_thank'];6;['idea', 'topic', 'platform', 'domain', 'topic_list', 'selected_num'];1;3;['bool', 'text', 'text', 'text', 'text', 'text'];2;['input_form', 'request_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
AlessandroManilii/F1_Stats_ChatBot;AlessandroManilii/F1_Stats_ChatBot;https://github.com/AlessandroManilii/F1_Stats_ChatBot;1;0;AlessandroManilii;User;2022-04-27T10:40:37Z;4a6e26baa1d6729c6c42db180b614358b5d7289b;2022-06-24T16:00:09Z;['domain/domain.yml'];sfsd;40;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'stop', 'help', 'full_help', 'curiosity', 'next_race', 'next_race_schedule', 'last_race', 'last_race_results', 'last_race_qualifying_results', 'nth_race', 'nth_race_schedule', 'nth_race_results', 'nth_race_circuit', 'highlights', 'qualifying_highlights', 'nth_race_highlights', 'nth_race_qualifying_highlights', 'next_race_tv', 'nth_race_tv', 'standings', 'dummy_intent', 'driver_standing', 'driver_info', 'championship_leader', 'driver_lap_times', 'driver_constructors', 'telemetry', 'constructor_standings', 'constructor_info', 'constructor_wiki', 'season_standings', 'season_info', 'season_winner'];8;['season', 'driver', 'driver2', 'race', 'race_name', 'constructor_name', 'circuit', 'session_type'];39;['utter_fetching', 'utter_ask_full_help', 'utter_want_more_driver_info', 'utter_help', 'utter_full_help', 'utter_reply_to_deny', 'utter_ask_more', 'utter_agree', 'utter_curiosity', 'utter_noquestion_greet', 'action_next_race', 'action_next_race_schedule', 'action_last_race', 'action_last_race_results', 'action_last_race_qualifying_results', 'action_nth_race', 'action_nth_race_schedule', 'action_nth_race_results', 'action_nth_race_circuit', 'action_highlights', 'action_qualifying_highlights', 'action_nth_race_highlights', 'action_nth_race_qualifying_highlights', 'action_show_constructor_standings', 'action_show_standings_year', 'action_show_standings', 'action_telemetry', 'action_reset_slots', 'action_show_driver_standing', 'action_show_driver_info', 'action_show_driver_lap_times', 'action_show_driver_constructors', 'action_show_championship_leader', 'action_constructor_wikipedia', 'action_list_constructors', 'action_show_winner_year', 'action_championship_wikipedia', 'action_next_race_on_tv', 'action_race_on_tv'];29;['action_show_constructor_standings', 'action_constructor_wikipedia', 'action_list_constructors', 'action_show_standings_year', 'action_show_standings', 'action_show_winner_year', 'action_championship_wikipedia', 'action_next_race', 'action_next_race_schedule', 'action_last_race', 'action_last_race_results', 'action_last_race_qualifying_results', 'action_nth_race', 'action_nth_race_schedule', 'action_nth_race_results', 'action_nth_race_circuit', 'action_highlights', 'action_qualifying_highlights', 'action_nth_race_highlights', 'action_nth_race_qualifying_highlights', 'action_next_race_on_tv', 'action_race_on_tv', 'action_telemetry', 'action_reset_slots', 'action_show_driver_standing', 'action_show_driver_info', 'action_show_driver_lap_times', 'action_show_driver_constructors', 'action_show_championship_leader'];9;['season', 'constructor_name', 'driver', 'driver1t', 'driver2t', 'race', 'race_name', 'race_name_t', 'session_type'];6;3;['float', 'text', 'text', 'text', 'text', 'float', 'text', 'text', 'text'];1;['telemetry_form'];3.1;['en'];['en'];['en'];['en'];True;4;1;['README.md'];['actions/actions_constructor.py', 'actions/action_season.py', 'actions/actions_race.py', 'actions/actions_driver.py']
Alexie-W/CAPSTONE---ChatBot;Alexie-W/CAPSTONE---ChatBot;https://github.com/Alexie-W/CAPSTONE---ChatBot;1;2;Alexie-W;User;2024-07-07T13:27:23Z;cab3a5ee2e4f0c319dc60f08279d4e4ce3500cfc;2024-08-02T23:48:40Z;['domain.yml'];sfsd;80;['about', 'afternoon', 'anxious', 'ask', 'casual', 'creation', 'death', 'default', 'depressed', 'done', 'evening', 'fact-1', 'fact-10', 'fact-11', 'fact-12', 'fact-13', 'fact-14', 'fact-15', 'fact-16', 'fact-17', 'fact-18', 'fact-19', 'fact-2', 'fact-20', 'fact-21', 'fact-22', 'fact-23', 'fact-24', 'fact-25', 'fact-26', 'fact-27', 'fact-28', 'fact-29', 'fact-3', 'fact-30', 'fact-31', 'fact-32', 'fact-5', 'fact-6', 'fact-7', 'fact-8', 'fact-9', 'friends', 'goodbye', 'greeting', 'happy', 'hate-me', 'hate-you', 'help', 'jokes', 'learn-mental-health', 'learn-more', 'location', 'meditation', 'mental-health-fact', 'morning', 'name', 'neutral-response', 'night', 'no-approach', 'no-response', 'not-talking', 'pandora-useful', 'problem', 'repeat', 'sad', 'scared', 'skill', 'sleep', 'something-else', 'stressed', 'stupid', 'suicide', 'thanks', 'understand', 'user-advice', 'user-agree', 'user-meditation', 'worthless', 'wrong'];1;['mood'];1;['custom_response'];1;['custom_response'];1;['mood'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;2;['README.md', 'frontend/README.md'];['actions/actions.py']
Anjus2000/Entity-Extraction-from-Flipkart-page;Anjus2000/Entity-Extraction-from-Flipkart-page;https://github.com/Anjus2000/Entity-Extraction-from-Flipkart-page;2;0;Anjus2000;User;2023-01-18T17:45:02Z;52c6437e1bca673a5bbf941b53a2e3c5be50da83;2023-05-20T12:20:08Z;['chatbot_code/domain.yml'];sfsd;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'product_price', 'product_rating', 'product_specification'];1;['name'];3;['action_get_price_details', 'action_get_ratings_details', 'action_get_specifications_details'];3;['action_get_price_details', 'action_get_ratings_details', 'action_get_specifications_details'];1;['name'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['chatbot_code/actions/actions.py']
AnnshuPrajapati/eLIFE-an-AI-Enabled-Mental-Health-Chatbot-Project__.;AnnshuPrajapati/eLIFE-an-AI-Enabled-Mental-Health-Chatbot-Project;https://github.com/AnnshuPrajapati/eLIFE-an-AI-Enabled-Mental-Health-Chatbot-Project;2;0;AnnshuPrajapati;User;2023-09-23T08:05:35Z;728720fc43447440e6e80e604976129c4d482a46;2023-09-28T09:50:54Z;['domain.yml'];mfsd;74;['abilities', 'affirm', 'afternoon', 'antisoc', 'anx_info', 'anxiety_treat', 'anxious', 'bot_challenge', 'dass21_info', 'default', 'deny', 'depr_info', 'depr_sym', 'depr_treat', 'depressed', 'developer', 'done', 'emotion', 'evening', 'family_history', 'faq-1', 'faq-11', 'faq-12', 'faq-13', 'faq-14', 'faq-15', 'faq-18', 'faq-19', 'faq-20', 'faq-21', 'faq-5', 'faq-6', 'faq-7', 'faq-9', 'goodbye', 'greet', 'hate-you', 'inform', 'log_gratitude', 'meditation', 'model_efficieny', 'mood_great', 'mood_unhappy', 'morning', 'name', 'night', 'no_friends', 'no_response', 'not_talking', 'play', 'privacy', 'psy data', 'repeat', 'scared', 'sleep', 'something-else', 'str_info', 'stressed', 'stupid', 'suicide', 'support', 'tell_joke', 'thanks', 'understanding', 'unique_qualities', 'user-advice', 'worried', 'worthless', 'wrong', 'dassform', 'sugg_treat', 'informal', 'out_of_scope', 'wellness'];6;['choice', 'exercise', 'goals', 'sleep', 'stress', 'goal'];17;['action_show_image', 'utter_sad', 'action_disclaimer', 'utter_depressed', 'utter_greet', 'action_log_gratitude', 'action_save_conversation_history', 'action_tell_joke', 'action_emotion', 'action_play_swg', 'action_suggest_psychiatrist', 'utter_ask_exercise', 'utter_ask_sleep', 'utter_slots_values', 'action_submit_results', 'validate_health_form', 'utter_wellness'];10;['action_show_image', 'action_disclaimer', 'action_log_gratitude', 'action_save_conversation_history', 'action_tell_joke', 'action_emotion', 'action_play_swg', 'action_suggest_psychiatrist', 'action_submit_results', 'validate_health_form'];6;['choice', 'confirm_exercise', 'exercise', 'sleep', 'stress', 'goal'];5;0;['categorical', 'bool', 'text', 'text', 'text', 'text'];1;['health_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
AnnshuPrajapati/eLIFE-an-AI-Enabled-Mental-Health-Chatbot-Project__cloned-repo;AnnshuPrajapati/eLIFE-an-AI-Enabled-Mental-Health-Chatbot-Project;https://github.com/AnnshuPrajapati/eLIFE-an-AI-Enabled-Mental-Health-Chatbot-Project;2;0;AnnshuPrajapati;User;2023-09-23T08:05:35Z;728720fc43447440e6e80e604976129c4d482a46;2023-09-28T09:50:54Z;['cloned-repo/domain.yml'];mfsd;16;['creed_quote', 'corny_joke', 'geek_joke', 'inspiring_quote', 'trump_quote', 'chuck_quote', 'breaking_quote', 'ron_quote', 'kanye_quote', 'greet', 'help', 'goodbye', 'f1_score', 'thankyou', 'version', 'show_slots'];0;[];12;['action_chuck', 'action_ron', 'action_breaking', 'action_corny', 'action_inspiring', 'action_geek', 'action_trump', 'action_kanye', 'action_creed', 'action_f1_score', 'action_version', 'action_show_slots'];12;['action_f1_score', 'action_version', 'action_show_slots', 'action_chuck', 'action_ron', 'action_breaking', 'action_corny', 'action_inspiring', 'action_geek', 'action_trump', 'action_kanye', 'action_creed'];1;['requested_slot'];0;0;['any'];0;[];3.1;['en'];['en'];['en'];['en'];True;2;3;['README.md', 'cloned-repo/README.md', 'cloned-repo/actions/README.md'];['cloned-repo/actions/actions_common.py', 'cloned-repo/actions/actions.py']
Aylore/Arabic-Voice-Interface-for-City-Operation-Center;Aylore/Arabic-Voice-Interface-for-City-Operation-Center;https://github.com/Aylore/Arabic-Voice-Interface-for-City-Operation-Center;6;0;Aylore;User;2023-05-01T13:05:24Z;4f17451c4eab0027733cad905d0861fc6d406c74;2023-07-07T13:56:28Z;['src/rasa/domain.yml'];sfsd;63;['get_domain_count', 'get_domain_id', 'by_alert_id_alert_status', 'by_alert_id_associated_domain', 'by_alert_id_closure_reason', 'by_alert_id_message_id', 'by_alert_id_last_update', 'by_alert_id_vertical_id', 'by_alert_id_sop_ids', 'by_alert_id_device_attribute', 'by_alert_id_criticality_level', 'by_alert_id_reading_value', 'by_alert_id_removal_time', 'by_alert_id_generation_time', 'meta_features_dataset_instances', 'meta_features_dataset_ratio', 'meta_features_ratio_num_to_cat', 'meta_features_total_missing_values', 'meta_features_avg_missing_values', 'meta_features_num_cat_features', 'meta_features_sum_symbols', 'meta_features_avg_symbols', 'meta_features_std_symbols', 'meta_features_num_stati_features', 'meta_features_num_non_stati_features', 'meta_features_num_first_differences', 'meta_features_num_second_differences', 'meta_features_num_lagged_features', 'meta_features_pacf', 'meta_features_sampling_rate', 'meta_features_fractal_dimension', 'check_control_kpi_enabled', 'describe_control_kpi', 'get_expression_control_kpi', 'get_output_attribute_control_kpi', 'get_calendar_unit_control_kpi', 'get_created_time_control_kpi', 'get_created_by_control_kpi', 'get_last_modified_by_control_kpi', 'get_last_modified_time_control_kpi', 'get_last_calculated_time_control_kpi', 'domain_device_open_status', 'domain_criticality_status', 'domain_closure_reason', 'domain_reading_value', 'domain_device_attributes', 'domain_removal_time', 'domain_device_id', 'domain_device_name', 'domain_device_longitude', 'domain_device_latitude', 'domain_generation_time', 'by_domain_id_device_status', 'by_domain_id_criticality_status', 'by_domain_id_closure_reason', 'by_domain_id_reading_value', 'by_domain_id_device_attributes', 'by_domain_id_removal_time', 'by_domain_id_device_id', 'by_domain_id_device_name', 'by_domain_id_device_longitude', 'by_domain_id_device_latitude', 'by_domain_id_generation_time'];49;['alert_id', 'closure_reason', 'domain_name', 'domain_id', 'domain_count', 'opened', 'message_id', 'last_updated_date', 'vertical_id', 'sop_ids', 'device_attribute', 'criticality', 'reading_value', 'removal_time', 'generation_time', 'job_id', 'num_instances', 'dataset_ratio', 'ratio_num_to_cat', 'total_missing_Values', 'avg_missing_values', 'num_cat', 'sum_symbols', 'avg_symbols', 'std_symbols', 'num_stati_features', 'num_non_stati_features', 'num_1st_diff', 'num_2st_diff', 'num_lagged_features', 'pacf', 'fractal_dim', 'sampling_rate', 'control_kpi', 'is_enabled', 'description', 'expression', 'output_attribute_id', 'calendar_unit', 'created_at', 'last_modified_by', 'last_modified_at', 'created_by', 'last_calculated_at', 'device_id', 'name', 'device_longitude', 'device_latitude', 'device_name'];63;['action_get_domain_count', 'action_get_domain_id', 'action_by_alert_id_alert_status', 'action_by_alert_closure_reason', 'action_by_alert_id_associated_domain', 'action_by_alert_id_message_id', 'action_by_alert_id_last_update', 'action_by_alert_id_vertical_id', 'action_by_alert_id_sop_ids', 'action_by_alert_id_device_attribute', 'action_by_alert_id_criticality_level', 'action_by_alert_id_reading_value', 'action_by_alert_id_removal_time', 'action_by_alert_id_generation_time', 'action_meta_features_dataset_instances', 'action_meta_features_dataset_ratio', 'action_meta_features_ratio_num_to_cat', 'action_meta_features_total_missing_values', 'action_meta_features_avg_missing_values', 'action_meta_features_num_cat_features', 'action_meta_features_sum_symbols', 'action_meta_features_avg_symbols', 'action_meta_features_std_symbols', 'action_meta_features_num_stati_features', 'action_meta_features_num_non_stati_features', 'action_meta_features_num_first_differences', 'action_meta_features_num_second_differences', 'action_meta_features_num_lagged_features', 'action_meta_features_pacf', 'action_meta_features_sampling_rate', 'action_meta_features_fractal_dimension', 'action_check_control_kpi_enabled', 'action_describe_control_kpi', 'action_get_expression_control_kpi', 'action_get_output_attribute_control_kpi', 'action_get_calendar_unit_control_kpi', 'action_get_created_time_control_kpi', 'action_get_created_by_control_kpi', 'action_get_last_modified_by_control_kpi', 'action_get_last_modified_time_control_kpi', 'action_get_last_calculated_time_control_kpi', 'action_domain_device_open_status', 'action_domain_criticality_status', 'action_domain_closure_reason', 'action_domain_reading_value', 'action_domain_device_attributes', 'action_domain_removal_time', 'action_domain_device_id', 'action_domain_device_name', 'action_domain_device_longitude', 'action_domain_device_latitude', 'action_domain_generation_time', 'action_by_domain_id_device_status', 'action_by_domain_id_criticality_status', 'action_by_domain_id_closure_reason', 'action_by_domain_id_reading_value', 'action_by_domain_id_device_attributes', 'action_by_domain_id_removal_time', 'action_by_domain_id_device_id', 'action_by_domain_id_device_name', 'action_by_domain_id_device_longitude', 'action_by_domain_id_device_latitude', 'action_by_domain_id_generation_time'];63;['action_get_domain_count', 'action_get_domain_id', 'action_by_alert_id_alert_status', 'action_by_alert_closure_reason', 'action_by_alert_id_associated_domain', 'action_by_alert_id_message_id', 'action_by_alert_id_last_update', 'action_by_alert_id_vertical_id', 'action_by_alert_id_sop_ids', 'action_by_alert_id_device_attribute', 'action_by_alert_id_criticality_level', 'action_by_alert_id_reading_value', 'action_by_alert_id_removal_time', 'action_by_alert_id_generation_time', 'action_meta_features_dataset_instances', 'action_meta_features_dataset_ratio', 'action_meta_features_ratio_num_to_cat', 'action_meta_features_total_missing_values', 'action_meta_features_avg_missing_values', 'action_meta_features_num_cat_features', 'action_meta_features_sum_symbols', 'action_meta_features_avg_symbols', 'action_meta_features_std_symbols', 'action_meta_features_num_stati_features', 'action_meta_features_num_non_stati_features', 'action_meta_features_num_first_differences', 'action_meta_features_num_second_differences', 'action_meta_features_num_lagged_features', 'action_meta_features_pacf', 'action_meta_features_sampling_rate', 'action_meta_features_fractal_dimension', 'action_check_control_kpi_enabled', 'action_describe_control_kpi', 'action_get_expression_control_kpi', 'action_get_output_attribute_control_kpi', 'action_get_calendar_unit_control_kpi', 'action_get_created_time_control_kpi', 'action_get_created_by_control_kpi', 'action_get_last_modified_by_control_kpi', 'action_get_last_modified_time_control_kpi', 'action_get_last_calculated_time_control_kpi', 'action_domain_device_open_status', 'action_domain_criticality_status', 'action_domain_closure_reason', 'action_domain_reading_value', 'action_domain_device_attributes', 'action_domain_removal_time', 'action_domain_device_id', 'action_domain_device_name', 'action_domain_device_longitude', 'action_domain_device_latitude', 'action_domain_generation_time', 'action_by_domain_id_device_status', 'action_by_domain_id_criticality_status', 'action_by_domain_id_closure_reason', 'action_by_domain_id_reading_value', 'action_by_domain_id_device_attributes', 'action_by_domain_id_removal_time', 'action_by_domain_id_device_id', 'action_by_domain_id_device_name', 'action_by_domain_id_device_longitude', 'action_by_domain_id_device_latitude', 'action_by_domain_id_generation_time'];48;['domain_name', 'domain_count', 'domain_id', 'alert_id', 'opened', 'closure_reason', 'message_id', 'last_updated_date', 'vertical_id', 'sop_ids', 'device_attribute', 'criticality', 'reading_value', 'removal_time', 'generation_time', 'num_instances', 'job_id', 'dataset_ratio', 'ratio_num_to_cat', 'total_missing_Values', 'avg_missing_values', 'num_cat', 'sum_symbols', 'avg_symbols', 'std_symbols', 'num_stati_features', 'num_non_stati_features', 'num_1st_diff', 'num_2st_diff', 'num_lagged_features', 'pacf', 'sampling_rate', 'fractal_dim', 'control_kpi', 'is_enabled', 'description', 'expression', 'output_attribute_id', 'calendar_unit', 'created_at', 'created_by', 'last_modified_by', 'last_modified_at', 'last_calculated_at', 'device_id', 'device_name', 'device_longitude', 'device_latitude'];48;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;5;['README.md', 'src/rasa/README.md', 'src/wav2lip/checkpoints/README.md', 'src/wav2lip/face_detection/README.md', 'src/wav2lip/temp/README.md'];['src/rasa/actions/actions.py']
BRAVO68WEB/technocean-chat-bot;BRAVO68WEB/technocean-chat-bot;https://github.com/BRAVO68WEB/technocean-chat-bot;1;1;BRAVO68WEB;User;2023-03-13T10:51:49Z;7d7803983dd244bb89ba7aedaeb27c56086b97ba;2023-04-07T03:58:24Z;['domain.yml'];sfsd;24;['greet', 'event_venue', 'goodbye', 'event_details', 'event_schedule', 'check_human', 'affirm', 'deny', 'thankyou', 'iamabot', 'speakers_list', 'sessions_list', 'speaker_details', 'session_details', 'out_of_scope', 'session_start', 'restart', 'trigger_handoff', 'handoff', 'human_handoff', 'help', 'nlu_fallback', 'ask_whatelse', 'give_options'];2;['session_id', 'speaker_id'];6;['action_event_venue', 'action_event_schedule', 'action_speakers_list', 'action_sessions_list', 'action_speaker_details', 'action_session_details'];6;['action_event_venue', 'action_event_schedule', 'action_speakers_list', 'action_sessions_list', 'action_speaker_details', 'action_session_details'];2;['session_id', 'speaker_id'];2;0;['any', 'any'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions.py']
BibekRai44/ChatBot;BibekRai44/ChatBot;https://github.com/BibekRai44/ChatBot;1;0;BibekRai44;User;2023-05-04T08:20:24Z;33ac82379eeff831b12352d1a9509337d24924c6;2023-05-15T11:17:07Z;['domain.yml'];sfsd;13;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'tell_name', 'play_video', 'out_of_scope', 'chitchat', 'my_name', 'mobile_number'];2;['name', 'number'];2;['action_submit', 'action_video'];2;['action_submit', 'action_video'];2;['name', 'number'];2;0;['text', 'text'];1;['user_details_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
BigTail375/RASA_chatbot;BigTail375/RASA_chatbot;https://github.com/BigTail375/RASA_chatbot;3;0;BigTail375;User;2023-06-18T00:56:56Z;0114a52af1bcf762f1155e2dea1390f9914f2fb0;2023-03-06T19:19:19Z;['domain.yml'];sfsd;11;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'weather', 'weather_for_location', 'city_info', 'thanks'];1;['location'];3;['utter_greet', 'action_get_weather', 'action_hello_world'];2;['action_get_weather', 'action_hello_world'];1;['location'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];['en'];True;2;1;['README.md'];['.rasa/actions/actions.py', 'actions/actions.py']
BlueBash/rasa-bot;BlueBash/rasa-bot;https://github.com/BlueBash/rasa-bot;1;1;BlueBash;Organization;2024-05-31T11:03:19Z;f0cdebd8b52735b1977f5632244b432d792cd273;2024-06-07T09:53:14Z;['domain.yml'];sfsd;9;['greet', 'goodbye', 'affirm', 'bot_challenge', 'ask_order', 'ask_order_number', 'ask_program', 'ask_number', 'ask_email'];2;['tracking_number', 'program_number'];4;['action_order_details', 'action_show_program', 'action_show_details', 'action_verify_email'];4;['action_order_details', 'action_show_program', 'action_show_details', 'action_verify_email'];4;['email', 'tracking_number', 'program_number', 'results'];3;0;['text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;2;1;['README.md'];['actions/helpers/reply_helper.py', 'actions/actions.py']
Bompalli458/Wattsapp-Chatbot;Bompalli458/Wattsapp-Chatbot;https://github.com/Bompalli458/Wattsapp-Chatbot;2;0;Bompalli458;User;2023-08-03T04:46:07Z;1edbb8f45ab0f1cfacf712564c08d84eaf0ed745;2023-08-11T10:49:47Z;['domain.yml'];sfsd;12;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'apply_loan', 'status_efundzz_loan', 'apply_personal_loan', 'apply_Business_loan', 'apply_Startup_loan'];5;['content_type', 'apply', 'personal_loan', 'business_loan', 'startup_loan'];5;['action_personal_loan_status', 'action_greet_based_on_time', 'kind_of_loans', 'action_gupshup_interaction', 'action_apologize'];4;['action_greet_based_on_time', 'action_apologize', 'kind_of_loans', 'action_personal_loan_status'];5;['content_type', 'apply', 'personal_loan', 'business_loan', 'startup_loan'];5;0;['text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;6;1;['README.md'];['actions/Action_Greet_Time.py', 'actions/action_apologize.py', 'actions/twilio.py', 'actions/kind_of_loans.py', 'actions/Handle_Button_Action.py', 'actions/PersonalLoanStatus.py']
BradLoo51/A-Question-Answering-Approach-for-Cognitive-Understanding-of-A-5-Axis-Articulated-Robot-Control;BradLoo51/A-Question-Answering-Approach-for-Cognitive-Understanding-of-A-5-Axis-Articulated-Robot-Control;https://github.com/BradLoo51/A-Question-Answering-Approach-for-Cognitive-Understanding-of-A-5-Axis-Articulated-Robot-Control;1;0;BradLoo51;User;2024-06-14T08:24:33Z;6da4a776767f0d9d8814353111cf509536b40ed8;2024-07-24T17:32:46Z;['Chatbot-RASA/domain.yml'];sfsd;6;['get_cup', 'inform', 'pick_candy', 'sort_candy', 'stop', 'out_of_scope'];1;['flavour'];6;['action_reset_candy_slot', 'validate_simple_pick_form', 'validate_simple_sort_form', 'action_sort_candy', 'action_pick_candy', 'action_pick_cup'];6;['action_reset_candy_slot', 'validate_simple_pick_form', 'validate_simple_sort_form', 'action_sort_candy', 'action_pick_candy', 'action_pick_cup'];1;['flavour'];1;0;['text'];2;['simple_pick_form', 'simple_sort_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['Chatbot-RASA/actions/actions.py']
Buddhima-JD3/Salesmanbot;Buddhima-JD3/Salesmanbot;https://github.com/Buddhima-JD3/Salesmanbot;6;3;Buddhima-JD3;User;2022-08-24T13:37:53Z;cbe43adc4521e4ed583dbeb65a8abb39751c1d3b;2022-10-27T17:39:52Z;['chatbot/domain.yml'];sfsd;13;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'mood_great', 'mood_unhappy', 'product_check', 'product_list', 'search_product', 'thankyou', 'weather_recommendations', 'get_weather'];1;['product'];16;['action_get_brands', 'action_get_productlist', 'action_hello_world', 'action_search_product', 'action_Greet_byTime', 'action_weather_based_products', 'action_tell_weather', 'utter_any_other', 'utter_check_products', 'utter_cheer_up', 'utter_did_that_help', 'utter_goodbye', 'utter_greet', 'utter_happy', 'utter_iamabot', 'utter_welcome'];7;['action_get_brands', 'action_get_productlist', 'action_hello_world', 'action_search_product', 'action_Greet_byTime', 'action_weather_based_products', 'action_tell_weather'];0;[];0;0;[];0;[];3.1;['en'];['en'];['en'];['en'];True;1;2;['admin-frontend/README.md', 'frontend/README.md'];['chatbot/actions/actions.py']
CSP584-Group18/EliteCare-HealthAssistant;CSP584-Group18/EliteCare-HealthAssistant;https://github.com/CSP584-Group18/EliteCare-HealthAssistant;1;0;CSP584-Group18;Organization;2024-09-17T18:06:51Z;4be52a2ad1bc6daf92b9cc65bcc115514263ca0c;2024-12-18T02:05:30Z;['rasa/domain.yml'];sfsd;15;['greet', 'mood_happy', 'mood_sad', 'symptom_report', 'select_severity', 'provide_medicine', 'ask_side_effects', 'confirm_purchase', 'goodbye', 'confirm_purchase_yes_no', 'order_status', 'product_issue', 'upload_image', 'fraud_issue', 'upload_fraud_image'];9;['symptoms', 'severity', 'medicine_name', 'response', 'issue_type', 'order_id', 'transaction_id', 'image_url', 'fraud_image_url'];11;['action_greet_user', 'action_process_symptoms', 'action_provide_medicine', 'action_medicine_details', 'action_provide_side_effects', 'action_checkout', 'action_confirm_purchase', 'action_operator_agent', 'action_handle_order_tracking', 'action_handle_product_issue', 'action_handle_fraud_issue'];10;['action_greet_user', 'action_process_symptoms', 'action_provide_medicine', 'action_medicine_details', 'action_provide_side_effects', 'action_confirm_purchase', 'action_operator_agent', 'action_handle_order_tracking', 'action_handle_product_issue', 'action_handle_fraud_issue'];17;['symptoms', 'severity', 'medicine_ids', 'selected_medicine', 'response', 'issue_type', 'order_id', 'transaction_id', 'image_url', 'fraud_image_url', 'operator_task', 'order_status', 'customer_name', 'total_amount', 'delivery_date', 'product_issue_decision', 'fraud_issue_decision'];10;7;['text', 'text', 'list', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'float', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;2;['README.md', 'frontend/README.md'];['rasa/actions/actions.py']
